,sna,tot,sbi,sarea,mday,ar,bemp,act
423,YouBike2.0_捷運臺電大樓站(1號出口),34,3,中正區,2023-05-27 15:19:14,辛亥路一段/羅斯福路三段南側,28,1
424,YouBike2.0_客家文化主題公園,15,1,中正區,2023-05-27 14:41:15,師大路/金門街11巷口對側人行道,14,1
425,YouBike2.0_河堤國小,27,2,中正區,2023-05-27 15:10:22,汀洲路二段182巷內186號旁,24,1
427,YouBike2.0_捷運臺電大樓站(5號出口),14,3,中正區,2023-05-27 15:03:15,羅斯福路三段126號前,11,1
428,YouBike2.0_捷運臺電大樓站(4號出口),13,2,中正區,2023-05-27 15:17:32,師大路/羅斯福路三段西側,11,1
429,YouBike2.0_羅斯福三段金門街口,15,2,中正區,2023-05-27 15:17:32,羅斯福路三段2號前,12,1
431,YouBike2.0_捷運古亭站(8號出口),15,3,中正區,2023-05-27 15:16:15,和平西路一段13-1號前方,11,1
432,YouBike2.0_捷運古亭站(7號出口),12,1,中正區,2023-05-27 15:18:14,羅斯福路二段44號前方,10,1
435,YouBike2.0_孫立人將軍官邸,23,5,中正區,2023-05-27 15:18:14,南昌路一段136號前,17,1
441,YouBike2.0_螢橋國小,32,2,中正區,2023-05-27 15:19:14,泉州街32號對面人行道,30,1
443,YouBike2.0_永昌公園,15,3,中正區,2023-05-27 15:17:32,詔安街224號前,6,1
444,YouBike2.0_中華路二段409巷口,15,2,中正區,2023-05-27 14:52:15,中華路二段403號前,13,1
446,YouBike2.0_南海和平路口西南側,19,4,中正區,2023-05-27 14:55:23,南海路與和平西路二段西南側,15,1
450,YouBike2.0_捷運小南門站(2號出口),18,0,中正區,2023-05-27 14:59:04,愛國西路30號之2前方,17,1
452,YouBike2.0_中華貴陽街口,20,1,中正區,2023-05-27 15:13:15,貴陽街一段243之1號(前),19,1
461,YouBike2.0_延平南路133巷口,17,4,中正區,2023-05-27 15:12:14,延平南路162號對側,13,1
468,YouBike2.0_聯合醫院和平院區,32,2,中正區,2023-05-27 15:17:32,中華路二段33號旁,30,1
471,YouBike2.0_中華路一段21巷口,22,1,中正區,2023-05-27 15:08:04,中華路一段11號(斜前方),21,1
474,YouBike2.0_師大水源路口,21,5,中正區,2023-05-27 14:49:14,師大路/水源路口(東南側),16,1
476,YouBike2.0_信義連雲街口,31,5,中正區,2023-05-27 15:19:14,信義路二段213號前,24,1
478,YouBike2.0_莒光大埔街口,32,2,中正區,2023-05-27 15:05:16,莒光路/大埔街口(東北側),29,1
482,YouBike2.0_捷運中正紀念堂站(5號出口),29,0,中正區,2023-05-27 15:17:22,捷運中正紀念堂站(5號出口)西側,29,1
483,YouBike2.0_北平東杭州北路口,20,0,中正區,2023-05-27 15:19:14,北平東路/杭州北路口(東北側),20,1
484,YouBike2.0_王貫英先生紀念圖書館,15,0,中正區,2023-05-27 15:15:04,汀州路二段265號,15,1
485,YouBike2.0_金山信義路口,25,5,中正區,2023-05-27 15:16:16,金山南路一段148號前側,19,1
489,YouBike2.0_捷運臺北車站(M2出口),20,2,中正區,2023-05-27 15:16:16,市民大道一段168號旁,18,1
490,YouBike2.0_臺北市國父史蹟館(逸仙公園),31,0,中正區,2023-05-27 14:48:04,中山北路一段46號北側,31,1
492,YouBike2.0_弘道國中,18,2,中正區,2023-05-27 14:59:04,公園路21號西北側,15,1
494,YouBike2.0_台北市替代役中心,15,2,中正區,2023-05-27 15:17:32,汀州路三段8號前,13,1
495,YouBike2.0_紹興徐州路口,18,2,中正區,2023-05-27 15:03:15,紹興南街/徐州路(東南側),16,1
496,YouBike2.0_羅斯福寧波東街口,20,5,中正區,2023-05-27 15:07:14,羅斯福路一段/寧波東街(東南側),15,1
500,YouBike2.0_仁愛金山路口,9,0,中正區,2023-05-27 14:40:12,仁愛路二段31號前,9,1
501,YouBike2.0_杭州南路一段101巷口,14,1,中正區,2023-05-27 15:06:16,金山南路一段72號前,13,1
502,YouBike2.0_仁愛杭州路口,15,3,中正區,2023-05-27 15:14:14,仁愛路一段59號旁,10,1
506,YouBike2.0_林森北平路口,20,5,中正區,2023-05-27 15:15:14,林森北路與北平東路口西北側,14,1
508,YouBike2.0_天津北平路口,15,4,中正區,2023-05-27 14:44:14,天津街1號對側人行道,11,1
509,YouBike2.0_捷運忠孝新生站(1號出口),19,0,中正區,2023-05-27 15:12:04,捷運忠孝新生站(1號出口)後方,19,1
510,YouBike2.0_捷運忠孝新生站(5號出口),13,3,中正區,2023-05-27 15:15:14,新生南路一段56號前方,10,1
513,YouBike2.0_林森濟南路口(東北側),15,2,中正區,2023-05-27 15:15:14,林森南路/濟南路一段口(東北側),12,1
514,YouBike2.0_仁愛紹興街口(南側),17,3,中正區,2023-05-27 14:41:16,仁愛路一段/紹興南街口(南側),14,1
521,YouBike2.0_仁愛金山路口(東南側),14,1,中正區,2023-05-27 15:06:04,仁愛路二段48-4號前,13,1
522,YouBike2.0_臺灣文學基地,15,0,中正區,2023-05-27 14:50:11,齊東街53巷10號,15,1
523,YouBike2.0_重慶南詔安街口,15,1,中正區,2023-05-27 15:18:14,重慶南路三段/詔安街,14,1
525,YouBike2.0_捷運中正紀念堂站(2號出口),12,2,中正區,2023-05-27 15:09:15,羅斯福路一段10號前,10,1
526,YouBike2.0_螢圃里小公園,19,0,中正區,2023-05-27 14:46:04,汀州路二段135號對側,18,1
527,YouBike2.0_螢橋公園,15,3,中正區,2023-05-27 15:06:16,和平西路一段110號旁,10,1
530,YouBike2.0_樂群二堤頂大道口,20,0,中山區,2023-05-27 14:10:09,堤頂大道二段382號(旁),19,1
531,YouBike2.0_劍潭社區,13,5,中山區,2023-05-27 15:10:22,通北街146巷2弄2號(對面公園),8,1
533,YouBike2.0_樂群二明水路口,20,5,中山區,2023-05-27 15:13:15,樂群二路/明水路口(東北側),15,1
536,YouBike2.0_樂群二敬業三路口,20,0,中山區,2023-05-27 15:19:04,敬業三路155號(前),20,1
537,YouBike2.0_樂群二敬業四路口,36,2,中山區,2023-05-27 15:14:14,樂群二路186號,34,1
542,YouBike2.0_新生長安路口,20,3,中山區,2023-05-27 15:11:16,新生北路一段/長安東路二段交叉口(北側),17,1
545,YouBike2.0_一江公園,22,1,中山區,2023-05-27 15:16:16,一江街/松江路132巷口(西北側),21,1
547,YouBike2.0_新生長春路口,20,0,中山區,2023-05-27 14:36:04,新生北路二段/新生北路二段68巷交叉口(新生橋下),19,1
548,YouBike2.0_第二果菜批發市場,28,2,中山區,2023-05-27 15:18:14,民族東路410巷2弄18號(東側),24,1
549,YouBike2.0_民生建國路口,26,2,中山區,2023-05-27 15:08:14,民生東路三段 / 建國北路二段口,24,1
552,YouBike2.0_龍江錦州街口,16,0,中山區,2023-05-27 15:13:05,龍江路287號前方,15,1
556,YouBike2.0_朱崙商場,31,1,中山區,2023-05-27 15:19:04,龍江路15號前,29,1
557,YouBike2.0_中吉公園,15,3,中山區,2023-05-27 14:58:14,松江路170巷20號對側,12,1
558,YouBike2.0_華山公園,19,4,中山區,2023-05-27 14:59:19,市民大道與長安東路一段52巷口,14,1
559,YouBike2.0_建國北路一段17巷,45,5,中山區,2023-05-27 15:17:32,建國北路一段17巷/八德路二段137巷口,40,1
560,YouBike2.0_江寧公園,15,1,中山區,2023-05-27 15:17:22,合江街186號對側,13,1
563,YouBike2.0_捷運行天宮站(3號出口),42,4,中山區,2023-05-27 15:17:32,松江路261號前,37,1
564,YouBike2.0_林森農安街口,17,1,中山區,2023-05-27 15:17:22,林森北路582號(前),16,1
565,YouBike2.0_捷運中山國小站(4號出口),20,0,中山區,2023-05-27 15:18:14,民權東路一段/民權東路一段71巷口,20,1
566,YouBike2.0_農安雙城街口,15,1,中山區,2023-05-27 15:17:32,農安街12-1號前方,14,1
567,YouBike2.0_新生德惠街口,15,1,中山區,2023-05-27 14:49:04,新生北路三段76號對側,14,1
568,YouBike2.0_民族林森路口,20,4,中山區,2023-05-27 14:54:16,民族東路17號前,14,1
570,YouBike2.0_中山民族路口,16,2,中山區,2023-05-27 15:15:14,中山北路三段54號前,14,1
571,YouBike2.0_新生高架停車場(林森北路107巷口),14,0,中山區,2023-05-27 15:10:11,新生北路一段與林森北路107巷口(新生高架橋下),13,1
573,YouBike2.0_仁德公園,18,0,中山區,2023-04-17 00:35:05,吉林路108巷與南京東路二段21巷口東南側,18,0
574,YouBike2.0_中原公園,15,3,中山區,2023-05-27 14:57:14,新生北路二段45巷(中原公園西側),12,1
575,YouBike2.0_下埤公園,24,2,中山區,2023-05-27 15:16:16,民族東路512巷13弄4號,22,1
580,YouBike2.0_新喜公園,13,1,中山區,2023-05-27 15:13:15,德惠街170巷22號對側,11,1
581,YouBike2.0_吉林路407巷口,15,3,中山區,2023-05-27 15:12:14,吉林路401號前,11,1
583,YouBike2.0_林安泰古厝,22,0,中山區,2023-05-27 15:16:04,濱江街5號對側,22,1
584,YouBike2.0_中山公民會館,20,0,中山區,2023-05-27 15:03:04,中山北路二段128巷口,18,1
585,YouBike2.0_渭水八德路口,23,2,中山區,2023-05-27 15:08:14,渭水路54號對側,19,1
587,YouBike2.0_撫順公園,20,1,中山區,2023-05-27 15:17:32,中山北路三段2號對側,18,1
588,YouBike2.0_新生公園,16,0,中山區,2023-05-27 13:47:04,民族東路/吉林路口(西北側),16,1
589,YouBike2.0_捷運行天宮站(1號出口),46,0,中山區,2023-05-27 15:17:22,松江路230號前,45,1
591,YouBike2.0_建國農安街口,35,4,中山區,2023-05-27 15:18:14,建國北路/農安街口(建國橋下),29,1
592,YouBike2.0_松江路77巷口,10,1,中山區,2023-05-27 15:09:15,松江路77巷口,9,1
594,YouBike2.0_市民新生路口,15,5,中山區,2023-05-27 15:12:14,新生北路一段36號前,10,1
595,YouBike2.0_民權吉林路口,15,0,中山區,2023-05-27 15:04:06,民權東路二段51號前,14,1
596,YouBike2.0_中山農安街口,17,5,中山區,2023-05-27 15:19:14,中山北路三段25號前,11,1
597,YouBike2.0_捷運行政大樓,14,1,中山區,2023-05-27 15:05:05,中山北路二段48巷7號前,13,1
598,YouBike2.0_中吉公園(松江路188巷),22,2,中山區,2023-05-27 15:05:05,松江路188巷11號對側,20,1
599,YouBike2.0_吉林路123巷口,13,1,中山區,2023-05-27 15:19:14,吉林路125號前,12,1
600,YouBike2.0_中原民生路口,15,5,中山區,2023-05-27 15:17:32,民生東路二段33號旁,10,1
602,YouBike2.0_錦州吉林路口,20,3,中山區,2023-05-27 15:17:32,錦州街174號前,17,1
603,YouBike2.0_中山北路二段59巷口,12,1,中山區,2023-05-27 15:18:14,中山北路二段59之3號前,9,1
604,YouBike2.0_永盛公園(民生東路一段23巷),24,5,中山區,2023-05-27 15:19:14,民生東路一段23巷/民生東路一段27巷口,19,1
605,YouBike2.0_新生錦州街口,20,2,中山區,2023-05-27 15:18:14,新生北路二段100號前,18,1
606,YouBike2.0_濱江街199巷口,15,2,中山區,2023-05-27 15:17:32,濱江街199巷(八號疏散門前),13,1
607,YouBike2.0_大佳社區公園,15,1,中山區,2023-05-27 15:06:16,濱江街154巷對側,14,1
608,YouBike2.0_濱江果菜市場,22,5,中山區,2023-05-27 15:01:17,民族東路336號前,15,1
609,YouBike2.0_興安合江路口,19,5,中山區,2023-05-27 15:09:15,興安街60號對側,14,1
611,YouBike2.0_台泥大樓,18,4,中山區,2023-05-27 15:09:15,中山北路二段113-133號前,12,1
613,YouBike2.0_新興公園,20,3,中山區,2023-05-27 15:14:14,錦州街13巷/中山北路二段137巷口(東南側),17,1
614,YouBike2.0_南京伊通街口,11,4,中山區,2023-05-27 15:19:14,南京東路二段178-1號,7,1
615,YouBike2.0_南京龍江路口,15,2,中山區,2023-05-27 15:16:16,南京東路三段121號前,13,1
616,YouBike2.0_撫順街41巷(崇德宮前),19,4,中山區,2023-05-27 14:31:16,撫順街41巷1-7號對側,14,1
620,YouBike2.0_中429公園,15,0,中山區,2023-05-27 14:46:04,敬業三路177巷南側,15,1
621,YouBike2.0_長春路137巷口,16,0,中山區,2023-05-27 15:09:04,民生東路二段134號前,16,1
622,YouBike2.0_松江民生路口,17,0,中山區,2023-05-27 15:16:04,松江路208號前,16,1
624,YouBike2.0_長春吉林路口,10,3,中山區,2023-05-27 15:13:15,長春路120號前,7,1
625,YouBike2.0_長春一江街口,11,1,中山區,2023-05-27 15:19:14,長春路135號前,10,1
626,YouBike2.0_捷運松江南京站(8號出口),20,3,中山區,2023-05-27 15:17:32,南京東路二段101號前,17,1
627,YouBike2.0_南京一江街口,10,2,中山區,2023-05-27 15:10:22,南京東路二段85號前,8,1
628,YouBike2.0_松江長春路口,16,1,中山區,2023-05-27 15:19:14,松江路158號前,15,1
631,YouBike2.0_新生農安街口,15,0,中山區,2023-05-27 14:47:04,新生北路三段與農安街口(高架橋下),15,1
632,YouBike2.0_稻江高級護理家事職業學校,14,0,中山區,2023-05-27 15:17:22,農安街77巷與農安街77巷1弄口,13,1
634,YouBike2.0_樂群二明水路口_1,20,2,中山區,2023-05-27 15:19:14,樂群二路 / 明水路口(東側),18,1
635,YouBike2.0_民權吉林路口(南側),16,1,中山區,2023-05-27 15:15:04,民權東路二段46號前,15,1
637,YouBike2.0_民權新生路口,26,0,中山區,2023-05-27 14:29:04,民權東路一段/新生北路三段(北側)(新生高架橋下),26,1
638,YouBike2.0_建國長春路口(北側),20,4,中山區,2023-05-27 15:14:14,建國北路/長春路口(北側),14,1
639,YouBike2.0_中山行政中心,24,0,中山區,2023-05-27 15:13:05,松江路/農安街口,22,1
642,YouBike2.0_濱江國小游泳池,16,3,中山區,2023-05-27 15:17:32,樂群二路266巷99號前,13,1
644,YouBike2.0_中428公園,15,3,中山區,2023-05-27 15:08:14,樂群二路30巷/樂群二路116巷61弄,12,1
645,YouBike2.0_復華公園,20,0,中山區,2023-05-27 14:59:04,南京東路三段109巷/龍江路120巷,20,1
646,YouBike2.0_新生民族路口(西南側),15,0,中山區,2023-05-27 14:40:12,新生北路三段/民族東路(西南側),15,1
648,YouBike2.0_八德市場(北側),16,4,中山區,2023-05-27 15:16:16,建國南路一段/市民大道交叉口(北側),11,1
649,YouBike2.0_龍江朱崙街口,14,3,中山區,2023-05-27 14:51:16,龍江路/朱崙街口西北側,11,1
650,YouBike2.0_大直街94巷,15,2,中山區,2023-05-27 14:32:04,大直街94巷口,12,1
651,YouBike2.0_捷運南京復興站(8號出口),25,5,中山區,2023-05-27 15:19:14,南京東路三段221號前,20,1
652,YouBike2.0_民權建國路口(南側),15,0,中山區,2023-05-27 14:56:04,民權東路三段/建國北路二段(南側高架橋下),14,1
654,YouBike2.0_新生濱江街口(東南側),21,0,中山區,2023-05-27 15:01:04,新生北路三段/濱江街口(東南側),21,1
655,YouBike2.0_新生北路一段62巷口,20,3,中山區,2023-05-27 15:17:32,新生北路一段64號對側,17,1
656,YouBike2.0_新生長春路口(東北側),19,1,中山區,2023-05-27 15:10:22,新生北路二段39-2號對側,17,1
657,YouBike2.0_捷運劍南路站(1號出口),17,2,中山區,2023-05-27 15:17:32,北安路811巷/821巷4弄口,15,1
658,YouBike2.0_敬業三樂群三路口(西北側),16,4,中山區,2023-05-27 15:02:14,敬業三路/樂群三路口,12,1
659,YouBike2.0_長春路258巷2弄口,15,3,中山區,2023-05-27 15:06:16,長春路258巷6號北側,12,1
660,YouBike2.0_長寧大廈社區(南側),15,5,中山區,2023-05-27 15:07:14,遼寧街201巷13號前,10,1
661,YouBike2.0_建國五常街口,20,0,中山區,2023-05-27 15:11:04,建國北路三段/五常街,20,1
662,YouBike2.0_中山北路二段62巷口,12,2,中山區,2023-05-27 15:17:32,中山北路二段66號前,10,1
663,YouBike2.0_市民安東街口,20,3,中山區,2023-05-27 15:17:32,市民大道三段179號前,17,1
664,YouBike2.0_市民大道二段5巷口,15,2,中山區,2023-05-27 15:05:16,市民大道二段/市民大道二段5巷,13,1
666,YouBike2.0_北勢湖環保公園,15,4,內湖區,2023-05-27 13:31:15,內湖路一段66-72號前方公園,11,1
668,YouBike2.0_西康公園,16,5,內湖區,2023-05-27 14:35:16,內湖路一段225巷口,11,1
669,YouBike2.0_文湖國小,31,2,內湖區,2023-05-27 15:12:14,文湖街21巷口北側,29,1
670,YouBike2.0_文湖街81巷10號西側,14,3,內湖區,2023-05-27 15:10:22,文湖街81巷10號西側,9,1
671,YouBike2.0_德明財經科技大學,27,2,內湖區,2023-05-27 15:17:32,環山路一段56號南側,25,1
672,YouBike2.0_麗山國小,15,2,內湖區,2023-05-27 15:09:15,內湖路一段411巷56號東側,13,1
674,YouBike2.0_港華五號公園,16,1,內湖區,2023-05-27 15:13:15,環山路二段81號西北側,15,1
675,YouBike2.0_大湖國小,25,5,內湖區,2023-05-27 15:03:15,大湖山莊街/大湖山莊街176巷(東南側),18,1
676,YouBike2.0_安湖三號公園,12,1,內湖區,2023-05-27 15:01:04,東湖路113巷49弄3號北側,11,1
677,YouBike2.0_東湖路113巷95弄,10,0,內湖區,2023-05-27 10:23:04,東湖路113巷95弄13號西側,9,1
679,YouBike2.0_文德三號公園(江南街71巷16弄),15,0,內湖區,2023-05-27 14:35:05,瑞光路271號東南側,15,1
681,YouBike2.0_康寧星雲街口,12,2,內湖區,2023-05-27 14:53:16,康寧路一段116號,10,1
682,YouBike2.0_星雲街47號,15,1,內湖區,2023-05-27 15:19:14,星雲街47號南側,14,1
684,YouBike2.0_捷運西湖站(2號出口),12,0,內湖區,2023-05-27 15:19:14,內湖路一段291號(對面),12,1
687,YouBike2.0_環山路二段26巷口,29,3,內湖區,2023-05-27 15:13:15,環山路二段/環山路二段26巷(西南側),26,1
689,YouBike2.0_碧山公園,31,2,內湖區,2023-05-27 15:16:16,內湖路三段60巷28號東側,29,1
691,YouBike2.0_捷運文德站(2號出口),49,5,內湖區,2023-05-27 15:14:14,文德路212號旁,44,1
692,YouBike2.0_陽光公園,16,4,內湖區,2023-05-27 15:01:17,陽光街與文德路220巷口西側,12,1
693,YouBike2.0_文德二號公園(南側),13,0,內湖區,2023-05-27 14:49:04,陽光街與陽光街68巷102弄口,13,1
694,YouBike2.0_文德二號公園(北側),15,4,內湖區,2023-05-27 15:19:14,文德路210巷12號對側,10,1
695,YouBike2.0_瑞陽公園,12,0,內湖區,2023-05-27 14:48:04,文德路22巷6號(對面),12,1
697,YouBike2.0_潭美街213號,12,5,內湖區,2023-05-27 15:18:14,潭美街213號南側,7,1
699,YouBike2.0_潭美國小(南京舊宗路口),16,2,內湖區,2023-05-27 15:12:15,行善路179號南側,14,1
700,YouBike2.0_新明路343號,10,0,內湖區,2023-05-27 14:46:04,新明路341號北側,10,1
701,YouBike2.0_週美里活動廣場,17,3,內湖區,2023-05-27 15:19:14,潭美街139號對側,14,1
702,YouBike2.0_內湖行政中心,25,4,內湖區,2023-05-27 15:16:16,民權東路六段99號(前),21,1
703,YouBike2.0_樂康公園,20,5,內湖區,2023-05-27 12:52:15,康樂街61巷73弄22-1號南側,15,1
704,YouBike2.0_安康路32巷24弄,21,1,內湖區,2023-05-27 13:59:15,安康路32巷24弄22號,20,1
705,YouBike2.0_明美公園,18,3,內湖區,2023-05-27 14:54:16,石潭路27號南側,15,1
709,YouBike2.0_瑞光公共住宅(瑞光路),18,1,內湖區,2023-05-27 14:46:04,瑞光路160號,17,1
710,YouBike2.0_民權東路六段15巷,17,1,內湖區,2023-05-27 01:11:15,民權東路六段15巷29號,16,1
711,YouBike2.0_扶輪親恩公園,17,1,內湖區,2023-05-27 14:44:04,民權東路六段30號,15,1
716,YouBike2.0_福華商場,20,5,內湖區,2023-05-27 15:01:17,民權東路六段/民權東路六段180巷(西南側),15,1
720,YouBike2.0_金湖路347巷125弄口,15,0,內湖區,2023-05-27 13:41:04,金湖路347巷125弄1號(對面),15,1
723,YouBike2.0_貿七社區,17,2,內湖區,2023-05-27 15:12:15,內湖路二段179巷48弄17號(旁),15,1
724,YouBike2.0_內湖區農會,12,4,內湖區,2023-05-27 15:10:22,內湖路二段334號(前),8,1
725,YouBike2.0_捷運內湖站(2號出口),10,1,內湖區,2023-05-27 15:06:16,成功路四段167巷6弄2號(旁),8,1
726,YouBike2.0_康寧金湖路口,14,0,內湖區,2023-05-27 12:48:04,康寧路一段273號(對面),14,1
727,YouBike2.0_康寧路一段156巷20弄口,17,1,內湖區,2023-05-27 15:15:15,康寧路一段156巷/康寧路一段156巷20弄(西側),16,1
729,YouBike2.0_安泰街83巷,20,3,內湖區,2023-05-27 15:19:14,安泰街83巷3號(對面),17,1
730,YouBike2.0_內溝溪生態展示館,8,3,內湖區,2023-05-27 13:54:15,康樂街236-3號(前),5,1
733,YouBike2.0_石潭公園(安康路),20,5,內湖區,2023-05-27 14:16:16,安康路28號西北側,15,1
739,YouBike2.0_下灣公園,16,1,內湖區,2023-05-27 15:08:14,民權東路六段206巷/民權東路六段190巷75弄(西北側),15,1
743,YouBike2.0_瑞光港墘路口,15,5,內湖區,2023-05-27 15:14:14,港墘路185號前,9,1
744,YouBike2.0_瑞湖陽光街口,25,4,內湖區,2023-05-27 15:19:14,瑞湖街101號對側,20,1
745,YouBike2.0_金龍公園,15,4,內湖區,2023-05-27 15:18:15,金龍路112巷口(金龍公園側),11,1
746,YouBike2.0_星雲街138巷1弄口,15,5,內湖區,2023-05-27 14:58:14,星雲街138巷18號,9,1
747,YouBike2.0_東湖一號公園,10,0,內湖區,2023-05-27 12:50:08,康寧路三段189巷163弄13號東南側,10,1
748,YouBike2.0_東湖二號公園,15,0,內湖區,2023-05-27 14:51:04,康寧路三段99巷39弄70號東南側,14,1
749,YouBike2.0_康湖二號公園(康寧醫院),16,5,內湖區,2023-05-27 14:58:14,成功路五段420巷17號東側,9,1
750,YouBike2.0_堤頂大道新湖一路口,13,0,內湖區,2023-05-27 12:07:04,堤頂大道一段215號前,12,1
752,YouBike2.0_舊宗行善路口,9,2,內湖區,2023-05-27 15:03:15,行善路179號西側,7,1
754,YouBike2.0_成功路四段41巷口,12,5,內湖區,2023-05-27 15:08:14,成功路四段41巷6號前側,7,1
755,YouBike2.0_金湖星雲街口,30,0,內湖區,2023-05-27 13:17:22,金湖路83號對側,30,1
756,YouBike2.0_國防醫學院,15,0,內湖區,2023-05-27 14:39:04,民權東路六段161號前側,15,1
757,YouBike2.0_民權東路六段190巷117弄口,15,3,內湖區,2023-05-27 13:47:14,民權東路六段190巷117弄15號對側,12,1
759,YouBike2.0_九華公園,16,0,內湖區,2023-05-27 15:10:11,文湖街21巷68弄25-6號北側,16,1
760,YouBike2.0_內湖路二段179巷口,16,2,內湖區,2023-05-27 15:09:15,內湖路二段179巷242號對側,13,1
761,YouBike2.0_行善行愛路口,12,1,內湖區,2023-05-27 15:19:04,行善路243號(前),11,1
764,YouBike2.0_陽光街161巷口,16,4,內湖區,2023-05-27 14:55:23,陽光街161巷14號對側,11,1
765,YouBike2.0_潭美公園(南京東路六段368巷),18,0,內湖區,2023-05-27 15:03:04,南京東路六段366號對側,17,1
767,YouBike2.0_三民國中(民權東路六段47巷),13,5,內湖區,2023-05-27 15:11:16,民權東路六段47巷6號對側,8,1
768,YouBike2.0_瑞光路76巷口,12,1,內湖區,2023-05-27 08:01:04,瑞光路102號前,11,1
770,YouBike2.0_新湖國小,12,3,內湖區,2023-05-27 14:22:15,民權東路六段/成功路二段320巷31弄(東南側),9,1
771,YouBike2.0_碧山內湖路口,16,3,內湖區,2023-05-27 15:05:16,內湖路三段72巷15號西側,13,1
772,YouBike2.0_民權東路六段413巷,16,3,內湖區,2023-05-27 15:10:22,民權東路六段409號前,13,1
773,YouBike2.0_宏匯瑞光廣場(瑞光路),16,4,內湖區,2023-05-27 15:16:16,瑞光路353號前(瑞光路側人行道),12,1
776,YouBike2.0_內湖路一段360巷,15,2,內湖區,2023-05-27 14:53:16,內湖路一段358號,13,1
777,YouBike2.0_成功路三段83號前,11,0,內湖區,2023-05-27 13:59:05,成功路三段83號前,11,1
778,YouBike2.0_內湖路一段47巷,16,1,內湖區,2023-05-27 14:15:04,內湖路一段47巷/內湖路一段47巷22弄,15,1
779,YouBike2.0_陽光舊宗路口,20,3,內湖區,2023-05-27 14:33:15,陽光街/舊宗路二段,17,1
780,YouBike2.0_安湖公園,8,0,內湖區,2023-05-27 09:32:04,東湖路113巷95弄/康寧路三段75巷,8,1
781,YouBike2.0_湖興公園,16,5,內湖區,2023-05-27 15:06:16,成功路二段250巷23弄/成功路二段312巷,10,1
782,YouBike2.0_安泰街(康樂橋下),15,3,內湖區,2023-05-27 12:10:19,安泰街(康樂橋下),12,1
783,YouBike2.0_康樂綠地,15,4,內湖區,2023-05-27 14:50:22,康樂街191巷/康樂街,11,1
784,YouBike2.0_捷運港墘站(1號出口),23,4,內湖區,2023-05-27 15:13:15,內湖路一段663號前,19,1
785,YouBike2.0_明美公園(行善路333巷),16,1,內湖區,2023-05-27 15:08:14,行善路333巷92號前,15,1
786,YouBike2.0_行善路383巷,17,0,內湖區,2023-05-27 14:38:04,行善路383巷27號對側,16,1
789,YouBike2.0_內湖路三段326巷口,15,2,內湖區,2023-05-27 13:52:04,內湖路三段326巷/內湖路三段,13,1
790,YouBike2.0_成功公園,11,3,內湖區,2023-05-27 13:26:19,成功路四段223巷/成功路四段223巷6弄,8,1
791,YouBike2.0_康寧路三段189巷93弄口,14,0,內湖區,2023-05-27 13:48:04,康寧路三段189巷/康寧路三段189巷93弄,13,1
792,YouBike2.0_中國醫藥大學附設醫院臺北分院,13,3,內湖區,2023-05-27 15:05:16,內湖路二段368號對側,8,1
793,YouBike2.0_康樂抽水站,15,4,內湖區,2023-05-27 13:49:15,東湖路160巷23號,11,1
794,YouBike2.0_環山路三段16巷口,13,2,內湖區,2023-05-27 14:35:16,環山路三段/環山路三段16巷口(東南側),11,1
797,YouBike2.0_行善社會住宅,23,4,內湖區,2023-05-27 14:37:14,行愛路與新湖一路口西南側,19,1
798,YouBike2.0_康寧路三段99巷17弄口,15,2,內湖區,2023-05-27 15:16:16,康寧路三段99巷19號對側,13,1
799,YouBike2.0_堤頂大道二段407巷口,15,0,內湖區,2023-05-27 14:34:04,堤頂大道二段405號前,15,1
800,YouBike2.0_海德堡科技大樓,12,3,內湖區,2023-05-27 14:55:23,堤頂大道二段473號前,9,1
801,YouBike2.0_致伸科技大樓,17,1,內湖區,2023-05-27 12:38:14,瑞光路669號旁,16,1
803,YouBike2.0_大都會客運內湖站,15,0,內湖區,2023-05-27 10:25:05,民權東路六段11巷25號對側,15,1
804,YouBike2.0_瑞湖公園,15,1,內湖區,2023-05-27 10:44:04,民權東路六段15巷/民權東路六段19巷,14,1
805,YouBike2.0_台灣世曦大樓,16,3,內湖區,2023-05-27 14:50:22,陽光街323號,12,1
807,YouBike2.0_瑞光路358巷口,14,3,內湖區,2023-05-27 10:48:14,瑞光路/瑞光路358巷,11,1
809,YouBike2.0_世紀經貿,16,5,內湖區,2023-05-27 15:12:15,內湖路一段396號,11,1
810,YouBike2.0_民權東路六段56巷口,15,4,內湖區,2023-05-27 15:03:15,民權東路六段56巷7號對側,10,1
811,YouBike2.0_新湖三行忠路72巷口,15,0,內湖區,2023-05-27 14:30:26,新湖三路/行忠路72巷,14,1
812,YouBike2.0_新湖三新湖二146巷口,15,0,內湖區,2023-05-27 13:25:05,新湖三路122、124號對側,15,1
815,YouBike2.0_內湖路一段120巷15弄,19,3,內湖區,2023-05-27 06:54:14,內湖路一段120巷15弄8號對側,16,1
816,YouBike2.0_北勢湖環保公園(堤頂大道側),14,1,內湖區,2023-05-27 12:09:04,堤頂大道二段501號前,13,1
817,YouBike2.0_達爾文大樓,15,4,內湖區,2023-05-27 14:15:15,洲子街61號,11,1
822,YouBike2.0_文林建民路口,20,3,北投區,2023-05-27 14:56:15,文林北路214-216號(前),17,1
823,YouBike2.0_永欣綠地,25,4,北投區,2023-05-27 15:15:15,行義路10巷2號(旁),21,1
